Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes
2800897,Tea Trails,1,Vizag,7582 Sea Shore Apartments Southern Portion Cellar Floor R K Beach Road Maharani Peta Vizag,Maharani Peta,Maharani Peta Vizag,0,0,Fast Food,500,Indian RupeesRs,No,No,No,No,2,37,Yellow,Good,57
18285610,Six Degrees,1,Vizag,18329 Opposite Pollock Lotus School MVP Double Road Sector 5 MVP Colony Vizag,MVP Colony,MVP Colony Vizag,83304558,17726709,South Indian Chinese Continental Italian North Indian,600,Indian RupeesRs,No,No,No,No,2,41,Green,Very Good,75
2800128,Sea Inn  Raju Gaari Dhaba,1,Vizag,Beach Road Opposite Cyclone Shelter    Visakhapatnam Rushikonda Vizag,Rushikonda,Rushikonda Vizag,8338285833,1778386944,Biryani Andhra,450,Indian RupeesRs,No,No,No,No,2,40,Green,Very Good,169
2800100,D Cabana,1,Vizag,Beach Road Near Bus Stop Sagar Nagar Visakhapatnam,Sagar Nagar,Sagar Nagar Vizag,83361377,17764287,Continental Seafood Chinese North Indian Biryani,600,Indian RupeesRs,No,No,No,No,2,36,Yellow,Good,193
2800418,Kaloreez,1,Vizag,Plot 95 Opposite St Lukes Nursing School Daspalla Hills Siripuram Vizag,Siripuram,Siripuram Vizag,0,0,Cafe North Indian Chinese,400,Indian RupeesRs,No,No,No,No,2,37,Yellow,Good,85
2800881,Plot 17,1,Vizag,Plot 17 Gangapur Layout Siripuram Vizag,Siripuram,Siripuram Vizag,8331528135,177195395,Burger Pizza Biryani,600,Indian RupeesRs,No,No,No,No,2,43,Green,Very Good,172
2800042,Vista  The Park,1,Vizag,The Park Beach Road Pedda Waltair Lawsons Bay Visakhapatnam Lawsons Bay Vizag,The Park Lawsons Bay,The Park Lawsons Bay Vizag,8333684,17721182,American North Indian Thai Continental,1500,Indian RupeesRs,No,No,No,No,4,38,Yellow,Good,74
2800019,Flying Spaghetti Monster,1,Vizag,105012F2 Sai Dakshata Complex Beside Lenovo Showroom   Visakhapatnam Waltair Uplands Waltair Uplands Vizag,Waltair Uplands,Waltair Uplands Vizag,8331494167,1772111944,Italian,1400,Indian RupeesRs,No,No,No,No,3,44,Green,Very Good,316
18400530,Noahs Barn Coffeenery,94,Bandung,Jl Dayang Sumbi No 2 Dago Bandung,Dago,Dago Bandung,1076127895,6887057501,Cafe Coffee and Tea Western,150000,Indonesian RupiahIDR,No,No,No,No,3,42,Green,Very Good,22
7423620,Momo Milk,94,Bogor,Jl Kantor Pos No 6 Bogor Timur Bogor,Bogor Timur,Bogor Timur Bogor,1068103014,6606916768,Cafe Desserts Beverages,70000,Indonesian RupiahIDR,No,No,No,No,2,37,Yellow,Good,783
7423482,Lemongrass,94,Bogor,Jl Raya Pajajaran No 21 Bogor Utara Bogor,Bogor Utara,Bogor Utara Bogor,1068078499,6576578026,Peranakan Indonesian,250000,Indonesian RupiahIDR,No,No,No,No,3,40,Green,Very Good,1159
7422633,Talaga Sampireun,94,Jakarta,Jl Lingkar Luar Barat,Cengkareng,Cengkareng Jakarta,1067285083,6168466667,Sunda Indonesian,200000,Indonesian RupiahIDR,No,No,No,No,3,49,Dark Green,Excellent,1662
7405789,Toodz House,94,Jakarta,Jl Cipete Raya No 79 Fatmawati Jakarta,Fatmawati,Fatmawati Jakarta,106801782,6278012,Cafe Italian Coffee and Tea Western Indonesian,165000,Indonesian RupiahIDR,No,No,No,No,3,46,Dark Green,Excellent,1476
18425821,OJJU,94,Jakarta,Gandaria City Lantai Upper Ground Jl Sultan Iskandar Muda,Gandaria City Mall Gandaria,Gandaria City Mall Gandaria Jakarta,106783162,6244221,Korean,200000,Indonesian RupiahIDR,No,No,No,No,3,39,Yellow,Good,137
7422751,Union Deli,94,Jakarta,Grand Indonesia Mall Lantai Ground East Mall Jl MH Thamrin Thamrin Jakarta,Grand Indonesia Mall Thamrin,Grand Indonesia Mall Thamrin Jakarta,1068197488,6197150016,Desserts Bakery Western,200000,Indonesian RupiahIDR,No,No,No,No,3,46,Dark Green,Excellent,903
7402935,Skye,94,Jakarta,Menara BCA Lantai 56 Jl MH Thamrin Thamrin Jakarta,Grand Indonesia Mall Thamrin,Grand Indonesia Mall Thamrin Jakarta,106821999,6196778,Italian Continental,800000,Indonesian RupiahIDR,No,No,No,No,3,41,Green,Very Good,1498
7410290,Satoo  Hotel ShangriLa,94,Jakarta,Hotel ShangriLa Jl Jend Sudirman,Hotel ShangriLa Sudirman,Hotel ShangriLa Sudirman Jakarta,1068189611,6203291667,Asian Indonesian Western,800000,Indonesian RupiahIDR,No,No,No,No,3,46,Dark Green,Excellent,873
18391256,MONKS,94,Jakarta,Komplek Graha Boulevard Timur Summarecon Kelapa Gading Blok ND151 Kelapa Gading Jakarta,Kelapa Gading,Kelapa Gading Jakarta,1069113346,6163947933,Western Asian Cafe,250000,Indonesian RupiahIDR,No,No,No,No,3,42,Green,Very Good,259
7400818,Zenbu,94,Jakarta,Kota Kasablanka Lantai Upper Ground Food Society Jl Casablanca Raya Tebet Jakarta,Kota Kasablanka Tebet,Kota Kasablanka Tebet Jakarta,1068425,6224333333,Japanese Sushi Ramen,200000,Indonesian RupiahIDR,No,No,No,No,3,44,Green,Very Good,841
7420899,Sushi Masa,94,Jakarta,Jl Tuna Raya No 5 Penjaringan,Penjaringan,Penjaringan Jakarta,106800144,6101298,Sushi Japanese,500000,Indonesian RupiahIDR,No,No,No,No,3,49,Dark Green,Excellent,605
18352452,Lucky Cat Coffee  Kitchen,94,Jakarta,Plaza Festival South Parking Jl HR Rasuna Said Kuningan Jakarta,Plaza Festival Kuningan,Plaza Festival Kuningan Jakarta,1068317481,6218932479,Cafe Western,300000,Indonesian RupiahIDR,No,No,No,No,3,43,Green,Very Good,458
7421967,3 Wise Monkeys,94,Jakarta,Jl Suryo No 26 Senopati Jakarta,Senopati,Senopati Jakarta,1068134001,6235241091,Japanese,450000,Indonesian RupiahIDR,No,No,No,No,3,42,Green,Very Good,395
18370659,Flip Burger,94,Jakarta,Jl Senopati No 27 Senopati Jakarta,Senopati,Senopati Jakarta,1068085503,623077495,Burger,120000,Indonesian RupiahIDR,No,No,No,No,3,44,Green,Very Good,410
7417455,Talaga Sampireun,94,Jakarta,Taman Impian Jaya Ancol Jl Lapangan Golf 7 Ancol Jakarta,Taman Impian Jaya Ancol Ancol,Taman Impian Jaya Ancol Ancol Jakarta,1068335532,612685982,Sunda Indonesian,200000,Indonesian RupiahIDR,No,No,No,No,3,49,Dark Green,Excellent,1640
18409146,Fish Streat,94,Jakarta,Jl Tanjung Duren Utara III Blok M Kav 32 Tanjung Duren Jakarta,Tanjung Duren,Tanjung Duren Jakarta,0,0,Seafood Western,100000,Indonesian RupiahIDR,No,No,No,No,3,34,Orange,Average,152
18408381,Fish Streat,94,Jakarta,Jl Tebet Timur Dalam Raya 44B Tebet Jakarta,Tebet,Tebet Jakarta,1068564133,6232815715,Seafood Western,100000,Indonesian RupiahIDR,No,No,No,No,3,40,Green,Very Good,331
7422489,Avec Moi Restaurant and Bar,94,Jakarta,Gedung PIC Jl Teluk Betung 43 Thamrin Jakarta,Thamrin,Thamrin Jakarta,106821023,619627,French Western,350000,Indonesian RupiahIDR,No,No,No,No,3,43,Green,Very Good,243
18386856,Onokabe,94,Tangerang,Alam Sutera Town Center Jl Alam Utama Serpong Tangerang,Alam Sutera Town Center Serpong Utara,Alam Sutera Town Center Serpong Utara Tangerang,106652688,6241792,Indonesian,300000,Indonesian RupiahIDR,No,No,No,No,3,37,Yellow,Good,155
7417450,Talaga Sampireun,94,Tangerang,Jl Boulevard Bintaro Jaya Blok B7N1 Bintaro Sektor 7 Pondok Aren Tangerang,Pondok Aren,Pondok Aren Tangerang,1067261194,6269913889,Sunda Indonesian,200000,Indonesian RupiahIDR,No,No,No,No,3,49,Dark Green,Excellent,2212
18251260,Kiss Kiss,148,Auckland,1 Rocklands Avenue Balmoral Auckland,Balmoral,Balmoral Auckland,17474808,36888662,Thai,40,NewZealand,No,No,No,No,2,43,Green,Very Good,133
7000162,Giapo,148,Auckland,12 Gore Street Auckland CBD Auckland,Britomart,Britomart Auckland,174768851,36845553,Ice Cream Desserts,20,NewZealand,No,No,No,No,1,47,Dark Green,Excellent,617
7001086,Milse,148,Auckland,The Pavilions 27 Tyler Street Britomart Auckland CBD Auckland 1010,Britomart,Britomart Auckland,1747686903,3684418841,Desserts,50,NewZealand,No,No,No,No,3,49,Dark Green,Excellent,754
7003855,Orleans,148,Auckland,Roukai Lane 48 Custom Street East Britomart Auckland CBD Auckland 1010,Britomart,Britomart Auckland,1747695519,368453314,American,65,NewZealand,No,No,No,No,3,41,Green,Very Good,431
7000095,Depot Eatery and Oyster Bar,148,Auckland,86 Federal Street Auckland CBD Auckland 1010,Federal Street,Federal Street Auckland,174762527,36848988,Seafood Kiwi,90,NewZealand,No,No,No,No,4,48,Dark Green,Excellent,598
7003663,Federal Delicatessen,148,Auckland,86 Federal Street Auckland CBD Auckland 1010,Federal Street,Federal Street Auckland,1747622201,3684876968,Cafe American,60,NewZealand,No,No,No,No,3,46,Dark Green,Excellent,696
18217279,Miann,148,Auckland,57 Fort Street Auckland Auckland CBD,Fort Street,Fort Street Auckland,174768986,3684604966,Desserts,25,NewZealand,No,No,No,No,1,49,Dark Green,Excellent,281
7005582,Little Sister Cafe,148,Auckland,91 Central Park Drive Henderson Auckland,Henderson,Henderson Auckland,174635633,36859341,Cafe,45,NewZealand,No,No,No,No,3,45,Dark Green,Excellent,213
18419011,The Kimchi Project,148,Auckland,20 Lorne Street Auckland CBD Auckland,Lorne Street,Lorne Street Auckland,174765767,3685014119,Asian Fusion Cafe,90,NewZealand,No,No,No,No,4,42,Green,Very Good,61
7001208,De Fontein Belgian Beer Cafe,148,Auckland,7579 Tamaki Drive Mission Bay Auckland,Mission Bay,Mission Bay Auckland,1748320893,3684831519,European,100,NewZealand,No,No,No,No,4,23,Red,Poor,402
7005979,Chinoiserie,148,Auckland,4 Owairaka Avenue Mt Albert Auckland,Mt Albert,Mt Albert Auckland,1747269883,3689398977,Taiwanese Street Food,50,NewZealand,No,No,No,No,3,44,Green,Very Good,223
7000992,Eden Noodles Cafe _____,148,Auckland,105 Dominion Road Mt Eden Auckland 1024,Mt Eden,Mt Eden Auckland,1747524415,3687177949,Chinese,35,NewZealand,No,No,No,No,2,43,Green,Very Good,212
7001660,Frasers,148,Auckland,434 Mt Eden Road Mt Eden Auckland 1024,Mt Eden,Mt Eden Auckland,174762234,36881213,Cafe European,60,NewZealand,No,No,No,No,3,40,Green,Very Good,381
7006107,The Garden Shed,148,Auckland,470 Mt Eden Road Mt Eden Auckland 1024,Mt Eden,Mt Eden Auckland,174762354,36882604,Kiwi European,90,NewZealand,No,No,No,No,4,42,Green,Very Good,271
18383350,Tucks and Bao,148,Auckland,19 Davis Cresent Newmarket Auckland 1023,Newmarket,Newmarket Auckland,174777987,3686565,Asian Fusion Pub Food Fusion Asian Filipino Malaysian Thai,70,NewZealand,No,No,No,No,4,35,Yellow,Good,86
18450836,Winona Forever,148,Auckland,100 Parnell Road Parnell Auckland,Parnell,Parnell Auckland,174779441,0,Cafe,50,NewZealand,No,No,No,No,3,40,Green,Very Good,31
7006871,Big Fish Eatery,148,Auckland,Unit 3 710 Great South Road Corner Wilkinson Road Penrose Auckland 1061,Penrose,Penrose Auckland,174810305,36905409,Asian Sushi Seafood,55,NewZealand,No,No,No,No,3,45,Dark Green,Excellent,166
7006421,PappaRich,148,Auckland,Sky City Metro  Shop 201203 291297 Queen Street Auckland CBD Auckland 1010,Sky City Metro Auckland CBD,Sky City Metro Auckland CBD Auckland,1747634761,3685158619,Malaysian,60,NewZealand,No,No,No,No,3,40,Green,Very Good,414
7001670,Eight  The Langham Hotel,148,Auckland,The Langham Hotel 83 Symonds Street Grafton Auckland,The Langham Hotel Auckland CBD,The Langham Hotel Auckland CBD Auckland,174764078,36857474,European,190,NewZealand,No,No,No,No,4,47,Dark Green,Excellent,412
7003682,Baduzzi,148,Auckland,1026 Jellicoe Street Wynyard Quarter Auckland CBD Auckland 1010,Wynyard Quarter,Wynyard Quarter Auckland,1747570233,3684109176,Italian,120,NewZealand,No,No,No,No,4,46,Dark Green,Excellent,413
7100468,Maranui Cafe,148,Wellington City,Maranui Surf Life Saving Club 7 Lyall Parade Lyall Bay Wellington City,Lyall Bay,Lyall Bay Wellington City,174793257,41330428,Cafe Kiwi,50,NewZealand,No,No,No,No,3,43,Green,Very Good,127
7101378,Five Boroughs,148,Wellington City,4 Roxburgh Street Corner of Roxburgh and Majoribanks Street Mt Victoria Wellington City,Mt Victoria,Mt Victoria Wellington City,174785051,41294234,American,60,NewZealand,No,No,No,No,3,41,Green,Very Good,114
7101011,Ekim Burgers,148,Wellington City,257 Cuba Street Te Aro Wellington City,Te Aro,Te Aro Wellington City,174774151,41296107,Fast Food,25,NewZealand,No,No,No,No,1,45,Dark Green,Excellent,195
7100171,Ombra,148,Wellington City,199 Cuba Street Te Aro Wellington City,Te Aro,Te Aro Wellington City,174775,4129483333,Italian,70,NewZealand,No,No,No,No,4,45,Dark Green,Excellent,152
7101042,The Hangar,148,Wellington City,171177 Willis Street Te Aro Wellington City,Te Aro,Te Aro Wellington City,174773933,41290801,Cafe,50,NewZealand,No,No,No,No,3,46,Dark Green,Excellent,171
7101483,Burger Liquor,148,Wellington City,129 Willis Street Te Aro Wellington City,Te Aro,Te Aro Wellington City,174774546,41289798,American,55,NewZealand,No,No,No,No,3,41,Green,Very Good,116
7100478,Caffe Laffare,148,Wellington City,27 College Street Te Aro Wellington City,Te Aro,Te Aro Wellington City,174780345,41296155,Cafe,50,NewZealand,No,No,No,No,3,41,Green,Very Good,103
7100660,Dragonfly,148,Wellington City,70 Courtenay Place Te Aro Wellington City,Te Aro,Te Aro Wellington City,1747806667,41293,Asian,100,NewZealand,No,No,No,No,4,43,Green,Very Good,143
7100151,Enigma Cafe,148,Wellington City,128 Courtenay Place Te Aro Wellington City,Te Aro,Te Aro Wellington City,1747791667,412925,Cafe Kiwi Ice Cream Desserts,50,NewZealand,No,No,No,No,3,40,Green,Very Good,94
7100502,Fidels,148,Wellington City,234 Cuba Street Te Aro Wellington City,Te Aro,Te Aro Wellington City,174774134,4129597,Cafe European Mexican,50,NewZealand,No,No,No,No,3,44,Green,Very Good,242
7100072,Fishermans Plate,148,Wellington City,12 Bond Street Te Aro Wellington City,Te Aro,Te Aro Wellington City,1747756667,41289,Vietnamese Fish and Chips,40,NewZealand,No,No,No,No,2,43,Green,Very Good,96
7100811,Floriditas,148,Wellington City,161 Cuba Street Te Aro Wellington City,Te Aro,Te Aro Wellington City,1747755,4129383333,Italian Cafe,105,NewZealand,No,No,No,No,4,42,Green,Very Good,170
7100119,Hippopotamus  Museum Hotel,148,Wellington City,Museum Hotel Level 3 90 Cable Street Te Aro Wellington City,Te Aro,Te Aro Wellington City,174782427,41291774,French Kiwi,200,NewZealand,No,No,No,No,4,44,Green,Very Good,125
7100087,Little Penang,148,Wellington City,40 Dixon Street Te Aro Wellington City,Te Aro,Te Aro Wellington City,174777091,41291901,Malaysian,50,NewZealand,No,No,No,No,3,44,Green,Very Good,161
7101310,Loretta,148,Wellington City,181 Cuba Street Te Aro Wellington City,Te Aro,Te Aro Wellington City,174775296,41294154,European Cafe,80,NewZealand,No,No,No,No,4,42,Green,Very Good,113
7100535,Midnight Espresso,148,Wellington City,178 Cuba Street Te Aro Wellington City,Te Aro,Te Aro Wellington City,174774912,41294565,Cafe,40,NewZealand,No,No,No,No,2,43,Green,Very Good,157
7101000,Olive,148,Wellington City,170 Cuba Street Te Aro Wellington City,Te Aro,Te Aro Wellington City,174775005,41294402,Mediterranean Cafe European,80,NewZealand,No,No,No,No,4,42,Green,Very Good,146
7100938,wagamama,148,Wellington City,33 Customhouse Quay Wellington Central Wellington City 6011,Wellington Central,Wellington Central Wellington City,1747792237,4128303381,Japanese Asian,70,NewZealand,No,No,No,No,4,37,Yellow,Good,131
7101081,Charley Noble Eatery  Bar,148,Wellington City,Huddart Parker Building Ground Floor 1 Post Office Square Wellington Central Wellington City,Wellington Central,Wellington Central Wellington City,1747774651,4128496092,European,110,NewZealand,No,No,No,No,4,43,Green,Very Good,141
7100788,The Crab Shack,148,Wellington City,15 Jervois Quay Queens Wharf Wellington Central Wellington City,Wellington Central,Wellington Central Wellington City,1747791667,4128483333,Seafood Kiwi,90,NewZealand,No,No,No,No,4,41,Green,Very Good,229
6900714,Pepes Piri Piri,215,Birmingham,254256 Alum Rock Road Alum Rock Birmingham B8 3DD,Alum Rock,Alum Rock Birmingham,1846811,52488557,Fast Food,10,Pounds,No,No,No,No,1,28,Orange,Average,26
6900883,Ju Jus Cafe,215,Birmingham,1 Canal Square Brindleyplace Birmingham B16 8EH,Brindleyplace,Brindleyplace Birmingham,1918049,52477569,Cafe British,15,Pounds,No,No,No,No,1,37,Yellow,Good,13
6900374,Bank,215,Birmingham,4 Brindleyplace Brindleyplace Birmingham B1 2JB,Brindleyplace Broad Street,Brindleyplace Broad Street Birmingham,1914805,52477693,British Steak,60,Pounds,Yes,No,No,No,3,40,Green,Very Good,133
6900224,Chaophraya,215,Birmingham,Middle Mall Bullring Shopping Centre Special street Bullring Birmingham B5 4BH,Bullring Shopping Centre Southside,Bullring Shopping Centre Southside Birmingham,1894286,52477633,Thai,30,Pounds,Yes,No,No,No,2,39,Yellow,Good,22
6900160,Handmade Burger Co,215,Birmingham,Unit 3 St Martin Square Bullring Shopping Centre Bullring Birmingham B5 4BU,Bullring Shopping Centre Southside,Bullring Shopping Centre Southside Birmingham,1894286,52477633,Burger American,35,Pounds,No,No,No,No,2,37,Yellow,Good,21
6900050,Jamies Italian,215,Birmingham,Middle Mall Bullring Shopping Centre Bullring Birmingham B5 4BU,Bullring Shopping Centre Southside,Bullring Shopping Centre Southside Birmingham,1894286,52477633,Italian,50,Pounds,No,No,No,No,3,39,Yellow,Good,53
6900724,Bodega,215,Birmingham,12 Bennetts Hill City Centre Birmingham B2 5RS,City Centre,City Centre Birmingham,1900375,5247969,Latin American,40,Pounds,No,No,No,No,3,46,Dark Green,Excellent,100
6901081,San Carlo,215,Birmingham,4 Temple Street City Centre Birmingham B2 5BN,City Centre,City Centre Birmingham,1899133,52480364,Italian,45,Pounds,No,No,No,No,3,42,Green,Very Good,148
6900674,Purnells,215,Birmingham,55 Cornwall Street Colmore Business District Birmingham B3 2DH,Colmore Business District,Colmore Business District Birmingham,1901843,52483643,Contemporary,120,Pounds,No,No,No,No,4,45,Dark Green,Excellent,265
6901062,The Warehouse Cafe,215,Birmingham,5457 Allison Street Digbeth Birmingham B5 5TH,Digbeth,Digbeth Birmingham,1890569,52477388,British Cafe,20,Pounds,No,No,No,No,2,38,Yellow,Good,38
6900669,Fiesta del Asado,215,Birmingham,229 Hagley Road Edgbaston Birmingham B16 9RP,Edgbaston,Edgbaston Birmingham,1938759,52472197,Latin American Italian,50,Pounds,No,No,No,No,3,40,Green,Very Good,40
6900811,Istanbul Restaurant,215,Birmingham,2 Stockwell Road Handsworth Birmingham B21 9RJ,Handsworth,Handsworth Birmingham,1939166667,5251416667,Turkish,30,Pounds,No,No,No,No,2,36,Yellow,Good,9
6901051,The Plough,215,Birmingham,21 High Street Harborne Birmingham B17 9NT,Harborne,Harborne Birmingham,1943852,52460962,British,30,Pounds,No,No,No,No,2,42,Green,Very Good,55
6900388,Lasan Restaurant,215,Birmingham,34 Dakota Buildings James Street Saint Pauls Square Jewellery Quarter Birmingham B3 1SD,Jewellery Quarter,Jewellery Quarter Birmingham,1907596,52485015,Indian,80,Pounds,No,No,No,No,4,41,Green,Very Good,213
18273002,Damascena Coffee House,215,Birmingham,133 Alcester Road Moseley Birmingham,Moseley,Moseley Birmingham,1888555455,5244630234,Greek Mediterranean Middle Eastern,20,Pounds,No,No,No,No,2,0,White,Not rated,3
6901231,Tipu Sultan,215,Birmingham,43 Alcester Road Moseley Birmingham B13 8AA,Moseley,Moseley Birmingham,1889039,52450999,Indian Pakistani,45,Pounds,No,No,No,No,3,40,Green,Very Good,63
6901394,Jamjar,215,Birmingham,418 Coventry Road Small Heath Birmingham B10 0TH,Small Heath,Small Heath Birmingham,1860593,52470571,Ice Cream Desserts Cafe,15,Pounds,No,No,No,No,1,31,Orange,Average,11
6900843,Chennai Dosa,215,Birmingham,445447 Dudley Road Birmingham Smethwick Birmingham B18 4HE,Smethwick,Smethwick Birmingham,1947514,52487692,Indian South Indian,20,Pounds,No,No,No,No,2,38,Yellow,Good,55
6900992,Mughal E Azam,215,Birmingham,Stratford Road Sparkhill Birmingham B11 4DA,Sparkhill,Sparkhill Birmingham,1858529,52443963,Pakistani Indian,45,Pounds,No,No,No,No,3,37,Yellow,Good,32
6900069,Bar Estilo,215,Birmingham,110114 Wharfside Street The Mailbox City Centre Birmingham B1 1RF,The Mailbox Broad Street,The Mailbox Broad Street Birmingham,1905477,52475857,Mexican,20,Pounds,No,No,No,No,2,40,Green,Very Good,93
7600803,Loudons Cafe  Bakery,215,Edinburgh,94b Fountainbridge Fountainbridge Edinburgh EH3 9QA,Fountainbridge,Fountainbridge Edinburgh,3208363,55943501,Cafe Bakery,30,Pounds,No,No,No,No,3,39,Yellow,Good,63
7600217,La Favorita,215,Edinburgh,325331 Leith Walk Leith Edinburgh EH6 8SA,Leith,Leith Edinburgh,3176858333,5596466944,Italian,30,Pounds,No,No,No,No,3,45,Dark Green,Excellent,329
7600902,Mimis Bakehouse,215,Edinburgh,63 Shore Leith Edinburgh EH6 6RA,Leith,Leith Edinburgh,3171327778,5597509722,Cafe Bakery Desserts,35,Pounds,No,No,No,No,3,46,Dark Green,Excellent,130
7601577,Roseleaf Bar Cafe,215,Edinburgh,2324 Sandport Place Leith Edinburgh EH6 6EW,Leith,Leith Edinburgh,3173679,55976644,Scottish Cafe,45,Pounds,No,No,No,No,3,47,Dark Green,Excellent,163
7601241,The Kitchin,215,Edinburgh,78 Commercial Street Leith Edinburgh EH6 6LX,Leith,Leith Edinburgh,3172778,5597698,British French,90,Pounds,No,No,No,No,4,44,Green,Very Good,275
7602204,El Cartel,215,Edinburgh,64 Thistle Street New Town Edinburgh EH2 1EN,New Town,New Town Edinburgh,3199521,5595404,Mexican,30,Pounds,No,No,No,No,3,38,Yellow,Good,31
7601102,Chaophraya,215,Edinburgh,4th Floor 33 Castle Street New Town Edinburgh EH2 3DN,New Town,New Town Edinburgh,3203159,55952221,Thai,50,Pounds,Yes,No,No,No,4,43,Green,Very Good,61
7600062,Hard Rock Cafe,215,Edinburgh,20 George Street New Town Edinburgh EH2 2PF,New Town,New Town Edinburgh,3196294444,5595349444,American,40,Pounds,No,No,No,No,3,40,Green,Very Good,154
7602340,The Boozy Cow,215,Edinburgh,17 Frederick Street New Town Edinburgh EH2 2EY,New Town,New Town Edinburgh,3199569,55951974,Burger Grill,40,Pounds,No,No,No,No,3,40,Green,Very Good,36
7601106,10 To 10 In Delhi,215,Edinburgh,67 Nicolson Street Old Town Edinburgh EH8 9BE,Old Town,Old Town Edinburgh,3184344444,5594543056,Indian Cafe,20,Pounds,No,No,No,No,2,38,Yellow,Good,73
7602219,Bentoya,215,Edinburgh,15 Bread Street Old Town Edinburgh EH3 9AL,Old Town,Old Town Edinburgh,3204735,55945895,Sushi Japanese Cantonese,25,Pounds,No,No,No,No,2,38,Yellow,Good,32
7602224,Civerinos,215,Edinburgh,5 Hunter Square Royal Mile Old Town Edinburgh EH1 1QW,Old Town,Old Town Edinburgh,3187962,55949637,Pizza Italian,35,Pounds,No,No,No,No,3,37,Yellow,Good,27
7600471,The Elephant House,215,Edinburgh,21 George IV Bridge Old Town Edinburgh EH1 1EN,Old Town,Old Town Edinburgh,3191780556,5594755556,Cafe,30,Pounds,No,No,No,No,3,39,Yellow,Good,81
7600118,The Hanging Bat,215,Edinburgh,133 Lothian Road Old Town Edinburgh EH3 9AD,Old Town,Old Town Edinburgh,3205522222,5594562222,American,35,Pounds,No,No,No,No,3,35,Yellow,Good,31
7600097,Love Crumbs,215,Edinburgh,155 West Port Old Town Edinburgh EH3 9DP,Old Town,Old Town Edinburgh,3201683333,5594595,Bakery Cafe,15,Pounds,No,No,No,No,2,41,Green,Very Good,57
7600188,Mother Indias Cafe,215,Edinburgh,35 Infirmary Street Old Town Edinburgh EH1 1LT,Old Town,Old Town Edinburgh,318625,5594800278,Indian,25,Pounds,No,No,No,No,2,44,Green,Very Good,279
7600914,The Witchery  The Secret Garden,215,Edinburgh,Castlehill The Royal Mile Old Town Edinburgh EH12NF,Old Town,Old Town Edinburgh,319575,5594828056,British Scottish Seafood,100,Pounds,Yes,No,No,No,4,41,Green,Very Good,200
7601024,Ting Thai Caravan,215,Edinburgh,89 Teviot Place Old Town Edinburgh EH1 2QZ,Old Town,Old Town Edinburgh,3189979,55945676,Thai Asian,20,Pounds,No,No,No,No,2,41,Green,Very Good,84
7601177,Tuk Tuk Indian Street Food,215,Edinburgh,1 Leven Street Tollcross Edinburgh EH3 9NB,Tollcross,Tollcross Edinburgh,3203588889,5594190278,Indian Street Food,20,Pounds,No,No,No,No,2,40,Green,Very Good,76
7600921,Steak,215,Edinburgh,14 Picardy Place New Town Edinburgh EH1 3JT,Twelve Picardy Place New Town,Twelve Picardy Place New Town Edinburgh,3186854,55957033,Steak Scottish British,55,Pounds,No,No,No,No,4,42,Green,Very Good,64
6118140,Gymkhana,215,London,42 Albemarle Street Mayfair London W1S 4JH,Albemarle Street Mayfair,Albemarle Street Mayfair London,141645,51508515,Indian Pakistani Curry,80,Pounds,Yes,No,No,No,4,47,Dark Green,Excellent,214
6103683,Bocca Di Lupo,215,London,12 Archer Street Soho London W1D 7BB,Archer Street Soho,Archer Street Soho London,133947,51511629,Italian,45,Pounds,No,No,No,No,3,45,Dark Green,Excellent,571
6114338,Flat Iron,215,London,17 Beak Street Soho London W1F 9RW,Beak Street Soho,Beak Street Soho London,138343,51512069,Steak,35,Pounds,No,No,No,No,2,49,Dark Green,Excellent,309
6114829,Duck  Waffle,215,London,Heron Tower 110 Bishopsgate City of London London EC2N 4AY,Bishopsgate City Of London,Bishopsgate City Of London London,80963,51516284,British,55,Pounds,No,No,No,No,3,49,Dark Green,Excellent,706
6103922,Dishoom,215,London,7 Boundary Street Shoreditch London E2 7JE,Boundary Street Shoreditch,Boundary Street Shoreditch London,76580556,5152453611,Indian Cafe Curry,55,Pounds,No,No,No,No,3,45,Dark Green,Excellent,305
6103902,Yauatcha,215,London,1517 Broadwick Street Soho London W1F 0DL,Broadwick Street Soho,Broadwick Street Soho London,135229,51513739,Chinese Dim Sum,90,Pounds,Yes,No,No,No,4,47,Dark Green,Excellent,1326
6103255,Roka,215,London,37 Charlotte Street Fitzrovia London W1T 1RR,Charlotte Street Fitzrovia,Charlotte Street Fitzrovia London,135524,51518935,Japanese Sushi,60,Pounds,No,No,No,No,3,46,Dark Green,Excellent,436
6113680,Restaurant Gordon Ramsay,215,London,68 Royal Hospital Road Chelsea London SW3 4HP,Chelsea,Chelsea,162092,51485509,French,230,Pounds,No,No,No,No,4,47,Dark Green,Excellent,320
6113857,sketch Gallery,215,London,sketch 9 Conduit Street Mayfair London W1S 2XG,Conduit Street Mayfair,Conduit Street Mayfair London,141557,51512669,British Contemporary,100,Pounds,No,No,No,No,4,45,Dark Green,Excellent,148
6100054,Masala Zone,215,London,48 Floral Street Covent Garden London WC2E 9DA,Covent Garden,Covent Garden,123132,51513196,Indian Curry,30,Pounds,Yes,No,No,No,2,41,Green,Very Good,316
